mean_packet_size,median_packet_size,std_packet_size,min_packet_size,max_packet_size,packets_per_second,bytes_per_second,mean_iat,std_iat,burstiness,burst_count,burst_duration,upload_bytes,download_bytes,ul_dl_ratio,flow_duration,total_packets,total_bytes,label
96.12144175222839,89.03186460137037,13.214306091997859,64.0,144.18216262834258,4.8588452292401065,1282.715875358551,1.3524798835871747,0.589434189352991,0.019570687732480496,1,1.6480559273514712,15180.788660207338,15150,1.0144501170749312,11.811026114521717,57,15150,icmp
184.02441688713026,176.0915918758918,44.89217281963384,64.0,276.0366253306954,53.99175038418469,9702.865087174869,0.017775099642050044,0.0013278719025312266,0.1093000785621954,1,1.1995749044818704,91123.11545927514,93845,0.986755233408086,9.671916332622716,522,93845,voip
1141.8321186045073,1241.3038653234682,349.9293357033373,342.54963558135216,1500.0,397.53339887326524,1129685.671745445,0.0035266013295022726,0.0007535382115579622,0.27269711511587913,0,0.08296146293838902,881937.5762430063,10498051,0.05477384554421416,9.292896082794265,3694,10498051,video
199.07856767305412,182.02693378724382,63.87674302926302,64.0,298.6178515095812,95.70392164045684,9011.969239776281,0.022806890974186807,0.0013673330240544835,0.07391907818436652,1,0.12994308358177764,96098.75819748474,106716,1.061358636588406,11.841623234104784,1133,106716,voip
222.8778984101877,234.2534875380048,80.17875100687748,66.8633695230563,334.3168476152815,50.97714084464698,10833.19765630906,0.017965685629001082,0.0011481680746585235,0.07460319302603194,0,0.6324984800680267,138612.31819291573,118170,0.9176585948105903,10.908172461083367,556,118170,voip
86.38883974154064,83.26344081395558,33.53669494343827,64.0,129.58325961231094,12.661074091089297,263.5442196091068,0.9826108120154323,0.15133293581485138,0.0070222713966379136,0,1.3856657242836887,2521.939249867894,2525,1.0221207371284977,9.580990270252501,121,2525,icmp
1182.215377054285,1230.4356970987053,149.59531974481976,354.66461311628547,1500.0,506.89488800097365,562966.7553678564,0.0016717396044058429,0.00044404248566682887,0.4324774822443871,0,0.5209420575046124,281096.611820822,5739538,0.07571547877916736,10.195163798813644,5167,5739538,video
189.78990187330066,185.38453320137074,67.17760473839215,64.0,284.684852809951,45.32354198368465,11414.13875601119,0.022197885387786533,0.002569467320568486,0.11325576540960604,1,1.3109561595302293,110329.4516235826,116729,0.9223598626787232,10.226765115262413,463,116729,voip
95.84332722409115,105.31419517692775,13.141725033557808,64.0,143.76499083613675,19.063551274547606,145.3003018832644,0.75054075604742,0.25273591067201767,0.07303376572741724,0,1.2584848178619292,1373.0782994317199,1418,1.020620879820967,9.76388239921798,186,1418,icmp
1504.2968756136888,1406.316624111954,478.5219670816949,451.2890626841066,1500.0,434.2312352555934,640763.781555944,0.002575202409834727,0.0006251424172848267,0.32137131074188735,3,0.09315299531512378,127720.3293185361,6044209,0.16669245513412412,9.4328201613631,4096,6044209,video
369.1105369550959,405.9791434168641,59.10050747965759,110.73316108652877,553.6658054326438,178.61237478075702,37514.31100313895,0.007665233697448803,0.018811280172416674,0.4480460008848448,8,0.8151188909234057,164089.94586611993,300955,0.2733140205823603,8.022417526290631,1432,300955,web
119.03552039689333,118.66693073713755,40.63178515061568,64.0,178.55328059534,14.003777533222117,1890.5759174041589,1.8303961430880977,0.5035024849470442,0.18472729579903616,0,0.05780830170902007,16060.24122451032,15762,1.015053033448151,8.33751372004012,116,15762,icmp
173.6086406477438,189.14652975628712,48.28632106049716,64.0,260.4129609716157,48.43367248973567,9486.523594285209,0.02011300461743329,0.0022035268938919157,0.05965519139775133,0,0.49505293395934546,97981.82599090936,103832,1.0709462628988156,10.945264737552675,530,103832,voip
253.08625592016483,264.2309693323545,33.6782760485819,75.92587677604945,379.62938388024725,42.005212888512546,8460.830038562934,0.01839891013836175,0.0015233167272601198,0.07858330104517695,0,0.33959809051291234,85542.470117872,87314,0.9121183147978149,10.319826682566474,433,87314,voip
682.0936980989738,671.0872334340789,236.54644389397356,204.62810942969216,1023.1405471484608,60.307900676355835,101219.76803317519,0.017589293175941826,0.042385242874447705,1.2784338066586796,14,0.3112397374919147,341504.5213270145,1089046,0.7655765286006694,10.759226085675579,648,1089046,web
103.30822475386032,111.773139674642,40.0537106780115,64.0,154.96233713079047,17.14137459173118,100.0,0.4409148390724552,0.09632654754061293,0.20231929346540573,0,1.2496001116612618,2833.308328296548,1002,0.9595492290632115,10.022561816756038,171,1002,icmp
